task_id,n_train,n_test,n_test_with_output,input_height_max,input_width_max,input_cells_max,output_height_max,output_width_max,output_cells_max,n_input_colours,n_output_colours,introduces_colours,removes_colours,objects_input_mean,objects_output_mean,size_relation,output_shape_varies,few_demonstrations,large_grid,split
de493100,4,1,1,30,30,900,10,10,100,9,8,False,True,433.2,24.6,smaller,True,False,True,kaggle_training
ded97339,3,1,1,10,10,100,10,10,100,2,2,False,False,5.25,2.5,same,False,False,False,kaggle_training
df8cc377,3,1,1,22,26,572,22,26,572,8,8,False,False,21.75,21.75,same,True,False,True,kaggle_training
df978a02,3,1,1,16,16,256,16,16,256,10,10,False,False,5.75,5.5,same,False,False,False,kaggle_training
df9fd884,3,1,1,9,9,81,9,9,81,6,6,False,False,4.0,4.0,same,True,False,False,kaggle_training
e048c9ed,4,1,1,10,12,120,10,12,120,9,10,True,False,4.2,7.0,same,True,False,False,kaggle_training
e0fb7511,3,1,1,13,13,169,13,13,169,2,3,True,False,2.5,8.75,same,False,False,False,kaggle_training
e133d23d,5,1,1,3,7,21,3,3,9,4,2,True,True,5.833,1.667,smaller,False,False,False,kaggle_training
e179c5f4,3,1,1,10,5,50,10,5,50,2,2,True,True,1.0,16.0,same,True,False,False,kaggle_training
e1baa8a4,4,1,1,15,15,225,5,4,20,9,9,False,False,9.2,9.2,smaller,True,False,False,kaggle_training
e1d2900e,3,1,1,30,30,900,30,30,900,3,3,False,False,13.75,13.75,same,True,False,True,kaggle_training
e2092e0c,3,1,1,15,15,225,15,15,225,10,10,False,False,74.75,72.5,same,False,False,False,kaggle_training
e21a174a,3,2,2,13,13,169,13,13,169,8,8,False,False,5.6,5.6,same,True,False,False,kaggle_training
e21d9049,2,1,1,20,20,400,20,20,400,6,6,False,False,6.333,29.667,same,True,True,False,kaggle_training
e26a3af2,3,1,1,15,17,225,15,17,225,9,6,False,True,39.75,4.0,same,True,False,False,kaggle_training
e345f17b,4,2,2,4,8,32,4,4,16,3,2,True,True,4.667,2.333,smaller,False,False,False,kaggle_training
e3497940,3,1,1,10,9,90,10,4,40,9,8,False,True,8.75,4.0,smaller,False,False,False,kaggle_training
e39e9282,3,1,1,15,15,225,15,15,225,4,3,False,True,12.75,9.25,same,True,False,False,kaggle_training
e3f79277,2,1,1,6,6,36,16,16,256,4,4,False,False,2.0,5.0,larger,False,True,False,kaggle_training
e3fe1151,3,1,1,5,5,25,5,5,25,9,9,False,False,13.0,15.5,same,False,False,False,kaggle_training
e4075551,3,1,1,16,15,240,16,15,240,9,10,True,False,5.0,9.0,same,True,False,False,kaggle_training
e40b9e2f,3,1,1,10,10,100,10,10,100,8,8,False,False,5.75,8.0,same,False,False,False,kaggle_training
e41c6fd3,3,1,1,17,30,510,17,30,510,7,7,False,False,4.0,4.0,same,True,False,True,kaggle_training
e45ef808,2,1,1,12,12,144,12,12,144,3,5,True,False,2.0,5.0,same,False,True,False,kaggle_training
e4888269,3,2,2,30,30,900,30,30,900,10,10,False,False,17.0,17.0,same,False,False,True,kaggle_training
e48d4e1a,4,1,1,10,10,100,10,10,100,7,6,False,True,2.0,1.0,same,False,False,False,kaggle_training
e4941b18,3,1,1,19,19,361,19,19,361,4,4,False,False,4.0,4.0,same,True,False,False,kaggle_training
e5062a87,3,1,1,10,10,100,10,10,100,3,3,False,False,9.75,13.25,same,False,False,False,kaggle_training
e509e548,3,1,1,19,21,399,19,21,399,2,4,True,True,5.5,5.5,same,True,False,True,kaggle_training
e50d258f,3,1,1,10,10,100,6,4,24,4,3,False,True,21.5,6.75,smaller,True,False,False,kaggle_training
e57337a4,3,1,1,15,15,225,3,3,9,5,5,False,False,1.0,1.0,smaller,False,False,False,kaggle_training
e5790162,5,1,1,10,12,120,10,12,120,4,4,False,False,3.667,3.667,same,True,False,False,kaggle_training
e5c44e8f,3,1,1,11,11,121,11,11,121,3,3,False,False,8.25,8.5,same,False,False,False,kaggle_training
e619ca6e,3,1,1,29,29,841,29,29,841,2,2,False,False,2.0,14.0,same,True,False,True,kaggle_training
e633a9e5,3,1,1,3,3,9,5,5,25,8,8,False,False,7.75,7.75,larger,False,False,False,kaggle_training
e6721834,3,1,1,30,20,510,15,17,255,7,7,False,False,14.5,7.5,smaller,True,False,True,kaggle_training
e681b708,3,1,1,27,26,676,27,26,676,7,7,False,False,52.0,52.0,same,True,False,True,kaggle_training
e69241bd,3,1,1,9,9,81,9,9,81,8,8,False,False,18.5,18.5,same,True,False,False,kaggle_training
e6de6e8f,3,1,1,2,12,24,8,7,56,2,3,True,False,5.0,2.0,mixed,False,False,False,kaggle_training
e729b7be,3,1,1,19,19,361,19,19,361,10,10,False,False,19.5,32.0,same,True,False,False,kaggle_training
e73095fd,3,1,1,16,19,288,16,19,288,2,3,True,False,1.0,4.25,same,True,False,False,kaggle_training
e734a0e8,2,1,1,23,23,529,23,23,529,5,5,False,False,15.667,30.0,same,True,True,True,kaggle_training
e74e1818,3,1,1,15,15,225,15,15,225,8,8,False,False,7.75,7.75,same,True,False,False,kaggle_training
e760a62e,3,1,1,28,28,784,28,28,784,4,5,True,False,5.75,12.0,same,True,False,True,kaggle_training
e7639916,3,1,1,14,20,200,14,20,200,2,3,True,False,3.0,6.0,same,True,False,False,kaggle_training
e76a88a6,2,1,1,10,10,100,10,10,100,7,6,False,True,4.667,7.667,same,False,True,False,kaggle_training
e78887d1,4,1,1,13,15,143,3,15,45,5,5,False,False,12.6,6.6,smaller,True,False,False,kaggle_training
e7a25a18,2,1,1,14,14,196,10,10,100,8,7,False,True,5.0,5.0,smaller,True,True,False,kaggle_training
e7b06bea,5,1,1,14,9,96,14,9,96,10,10,False,False,3.5,6.833,same,True,False,False,kaggle_training
e7dd8335,3,1,1,9,11,99,9,11,99,2,3,True,False,2.75,4.0,same,True,False,False,kaggle_training
e84fef15,3,1,1,29,29,841,5,5,25,6,6,True,True,148.75,6.75,smaller,False,False,True,kaggle_training
e8593010,3,1,1,10,10,100,10,10,100,2,4,True,True,1.75,17.25,same,False,False,False,kaggle_training
e872b94a,4,1,1,12,12,144,5,1,5,2,1,False,True,2.4,0.0,smaller,True,False,False,kaggle_training
e88171ec,3,1,1,21,21,441,21,21,441,6,7,True,False,18.25,19.25,same,True,False,True,kaggle_training
e8dc4411,3,1,1,18,16,288,18,16,288,7,7,False,False,2.25,11.25,same,True,False,False,kaggle_training
e9614598,2,2,2,12,12,144,12,12,144,2,3,True,False,2.0,3.0,same,False,True,False,kaggle_training
e98196ab,3,1,1,11,11,121,5,11,55,8,7,False,True,15.0,14.0,smaller,False,False,False,kaggle_training
e99362f0,6,1,1,11,9,99,5,4,20,6,5,False,True,11.857,8.857,smaller,False,False,False,kaggle_training
e9ac8c9e,3,1,1,15,15,225,15,15,225,10,9,False,True,7.5,6.0,same,False,False,False,kaggle_training
e9afcf9a,2,1,1,2,6,12,2,6,12,6,6,False,False,2.0,12.0,same,False,True,False,kaggle_training
e9b4f6fc,4,1,1,13,13,169,7,7,49,9,6,False,True,8.4,3.6,smaller,True,False,False,kaggle_training
e9bb6954,4,1,1,19,19,361,19,19,361,10,10,False,False,29.8,28.8,same,True,False,False,kaggle_training
e9c9d9a1,3,1,1,19,16,288,19,16,288,2,7,True,False,1.0,9.0,same,True,False,False,kaggle_training
e9fc42f2,3,2,2,13,13,169,11,11,88,5,5,False,False,12.8,9.6,smaller,True,False,False,kaggle_training
ea32f347,4,1,1,10,10,100,10,10,100,2,4,True,True,3.0,3.0,same,False,False,False,kaggle_training
ea786f4a,3,1,1,11,11,121,11,11,121,5,5,False,False,1.0,4.0,same,True,False,False,kaggle_training
ea959feb,3,1,1,22,25,550,22,25,550,9,9,False,False,450.5,511.5,same,False,False,True,kaggle_training
ea9794b1,6,1,1,10,10,100,5,5,25,5,5,False,False,14.429,9.286,smaller,False,False,False,kaggle_training
eb281b96,2,1,1,5,17,85,17,17,289,4,4,False,False,17.0,54.0,larger,True,True,False,kaggle_training
eb5a1d5d,3,1,1,26,27,702,9,9,81,6,6,False,False,3.5,3.5,smaller,True,False,True,kaggle_training
ec883f72,4,1,1,12,12,144,12,12,144,8,8,False,False,2.0,5.8,same,True,False,False,kaggle_training
ecaa0ec1,4,1,1,12,11,121,12,11,121,4,4,False,False,7.4,4.4,same,True,False,False,kaggle_training
ecb67b6d,3,1,1,16,19,304,16,19,304,2,3,True,False,18.5,18.5,same,True,False,False,kaggle_training
ecdecbb3,3,1,1,17,19,323,17,19,323,3,3,False,False,4.0,7.0,same,True,False,False,kaggle_training
ed36ccf7,4,1,1,3,3,9,3,3,9,5,5,False,False,1.6,1.6,same,False,False,False,kaggle_training
ed74f2f2,6,1,1,5,9,45,3,3,9,2,4,True,True,2.714,1.714,smaller,False,False,False,kaggle_training
ed98d772,5,1,1,3,3,9,6,6,36,6,6,False,False,2.0,4.0,larger,False,False,False,kaggle_training
edcc2ff0,3,1,1,20,10,200,20,10,200,9,6,False,True,12.5,10.25,same,False,False,False,kaggle_training
ef135b50,3,1,1,10,10,100,10,10,100,2,3,True,False,4.0,7.0,same,False,False,False,kaggle_training
ef26cbf6,2,1,1,11,11,77,11,11,77,8,7,False,True,9.333,9.333,same,True,True,False,kaggle_training
f0100645,2,1,1,10,10,100,10,10,100,6,6,False,False,9.667,4.333,same,True,True,False,kaggle_training
f0afb749,3,1,1,6,6,36,12,12,144,5,6,True,False,2.0,8.5,larger,True,False,False,kaggle_training
f0df5ff0,3,1,1,15,15,225,15,15,225,10,10,False,False,80.0,80.0,same,False,False,False,kaggle_training
f0f8a26d,3,1,1,13,13,169,13,13,169,5,5,False,False,7.75,6.25,same,True,False,False,kaggle_training
f15e1fac,3,1,1,17,17,204,17,17,204,3,3,False,False,5.75,13.25,same,True,False,False,kaggle_training
f18ec8cc,4,2,2,9,15,126,9,15,126,8,8,False,False,11.333,11.333,same,True,False,False,kaggle_training
f1bcbc2c,4,1,1,10,10,100,10,10,100,3,4,True,False,2.8,3.4,same,False,False,False,kaggle_training
f1cefba8,3,1,1,19,18,342,19,18,342,6,6,False,False,2.0,12.0,same,True,False,False,kaggle_training
f21745ec,3,1,1,23,22,506,23,22,506,9,9,False,False,5.25,4.0,same,True,False,True,kaggle_training
f25fbde4,3,1,1,9,9,81,8,10,60,2,2,False,False,2.75,2.75,smaller,True,False,False,kaggle_training
f25ffba3,2,1,1,10,4,40,10,4,40,8,8,False,False,4.0,7.0,same,False,True,False,kaggle_training
f2829549,5,1,1,4,7,28,4,3,12,4,2,True,True,5.167,2.333,smaller,False,False,False,kaggle_training
f28a3cbb,2,1,1,9,9,81,9,9,81,7,7,False,False,10.667,3.0,same,False,True,False,kaggle_training
f341894c,3,1,1,18,18,324,18,18,324,4,4,False,False,22.5,21.25,same,True,False,False,kaggle_training
f35d900a,4,1,1,17,18,306,17,18,306,6,7,True,False,4.0,20.0,same,True,False,False,kaggle_training
f3b10344,3,1,1,30,30,900,30,30,900,7,8,True,False,8.0,13.75,same,True,False,True,kaggle_training
f3cdc58f,3,1,1,10,10,100,10,10,100,5,5,False,False,19.75,4.0,same,False,False,False,kaggle_training
f3e14006,4,2,2,25,15,375,25,15,375,10,10,False,False,10.5,27.5,same,True,False,True,kaggle_training
f3e62deb,6,2,2,10,10,100,10,10,100,5,5,False,False,1.0,1.0,same,False,False,False,kaggle_training
f45f5ca7,3,1,1,10,10,100,10,10,100,5,5,False,False,7.5,7.5,same,False,False,False,kaggle_training
f5aa3634,3,1,1,15,15,225,4,4,12,10,7,False,True,16.5,3.75,smaller,True,False,False,kaggle_training
f5b8619d,3,1,1,6,6,36,12,12,144,5,6,True,False,2.25,13.25,larger,True,False,False,kaggle_training
f5c89df1,3,1,1,13,13,169,13,13,169,4,2,False,True,6.25,6.75,same,False,False,False,kaggle_training
f76d97a5,3,1,1,5,5,25,5,5,25,5,5,True,True,5.75,3.25,same,True,False,False,kaggle_training
f823c43c,2,1,1,16,19,285,16,19,285,6,5,False,True,66.0,35.667,same,True,True,False,kaggle_training
f83cb3f6,3,1,1,17,15,170,17,15,170,6,6,False,False,15.0,7.25,same,True,False,False,kaggle_training
f8a8fe49,3,1,1,15,15,225,15,15,225,3,3,False,False,4.5,4.5,same,False,False,False,kaggle_training
f8b3ba0a,4,1,1,15,16,208,3,1,3,7,6,False,True,24.8,3.0,smaller,False,False,False,kaggle_training
f8be4b64,4,1,1,30,30,900,30,30,900,8,8,False,False,17.2,32.8,same,True,False,True,kaggle_training
f8c80d96,3,1,1,10,10,100,10,10,100,5,5,True,True,2.25,8.5,same,False,False,False,kaggle_training
f8cc533f,3,2,2,22,22,484,22,22,484,6,6,False,False,13.0,13.8,same,True,False,True,kaggle_training
f8f52ecc,3,2,2,12,12,144,12,12,144,10,10,False,False,11.6,7.4,same,True,False,False,kaggle_training
f8ff0b80,3,1,1,12,12,144,3,1,3,8,7,False,True,4.25,3.0,smaller,False,False,False,kaggle_training
f9012d9b,3,1,1,7,7,49,3,3,9,6,4,False,True,12.75,2.5,smaller,True,False,False,kaggle_training
f9a67cb5,3,1,1,15,17,210,15,17,210,3,3,False,False,10.5,10.5,same,True,False,False,kaggle_training
f9d67f8b,4,1,1,30,30,900,30,30,900,9,8,False,True,472.0,503.2,same,False,False,True,kaggle_training
fafd9572,2,1,1,14,18,216,14,18,216,6,5,False,True,12.0,12.0,same,True,True,False,kaggle_training
fafffa47,5,1,1,6,3,18,3,3,9,3,2,True,True,3.667,2.0,smaller,False,False,False,kaggle_training
fb791726,3,1,1,7,7,49,14,14,196,5,6,True,False,2.5,7.5,larger,True,False,False,kaggle_training
fbf15a0b,4,2,2,20,30,480,10,30,240,8,7,False,True,39.333,20.333,smaller,True,False,True,kaggle_training
fc10701f,3,1,1,26,26,676,26,26,676,4,4,True,True,3.0,4.25,same,True,False,True,kaggle_training
fc4aaf52,2,1,1,16,16,256,16,16,256,7,7,False,False,6.667,13.0,same,False,True,False,kaggle_training
fc754716,4,1,1,9,7,63,9,7,63,6,6,False,False,1.0,1.0,same,True,False,False,kaggle_training
fcb5c309,3,1,1,17,17,289,8,8,64,6,5,False,True,16.25,2.0,smaller,True,False,False,kaggle_training
fcc82909,3,1,1,10,10,100,10,10,100,8,9,True,False,8.25,10.75,same,False,False,False,kaggle_training
fd02da9e,4,1,1,8,8,64,8,8,64,8,8,False,False,2.4,3.0,same,False,False,False,kaggle_training
fd096ab6,2,1,1,30,30,900,30,30,900,9,9,False,False,14.0,21.667,same,True,True,True,kaggle_training
fd4b2b02,3,1,1,26,26,676,26,26,676,3,3,False,False,1.0,14.0,same,True,False,True,kaggle_training
fe45cba4,2,1,1,16,16,256,16,16,256,4,4,False,False,4.0,3.0,same,False,True,False,kaggle_training
fe9372f3,2,1,1,30,17,510,30,17,510,2,5,True,False,1.0,37.333,same,True,True,True,kaggle_training
fea12743,3,1,1,16,11,176,16,11,176,2,4,True,False,9.5,9.5,same,False,False,False,kaggle_training
feca6190,5,1,1,1,5,5,20,20,400,8,8,False,False,2.333,28.5,larger,True,False,False,kaggle_training
ff2825db,3,2,2,10,10,100,10,10,100,6,6,False,False,11.4,5.6,same,False,False,False,kaggle_training
ff28f65a,8,3,3,7,7,49,3,3,9,2,2,True,True,3.091,3.091,inconsistent,False,False,False,kaggle_training
ff72ca3e,4,1,1,30,20,600,30,20,600,3,4,True,False,5.6,7.2,same,True,False,True,kaggle_training
ff805c23,3,1,1,24,24,576,5,5,25,8,5,False,True,40.5,2.0,smaller,False,False,True,kaggle_training
0934a4d8,4,1,1,30,30,900,9,7,36,9,8,False,True,515.8,13.0,smaller,True,False,True,kaggle_evaluation
135a2760,2,1,1,29,29,841,29,29,841,6,6,False,False,51.0,53.667,same,True,True,True,kaggle_evaluation
136b0064,3,1,1,19,15,285,19,7,133,7,6,False,True,20.0,7.25,smaller,True,False,False,kaggle_evaluation
13e47133,3,2,2,30,30,900,30,30,900,10,10,False,False,12.8,16.2,same,True,False,True,kaggle_evaluation
142ca369,3,2,2,20,20,400,20,20,400,9,9,False,False,8.6,70.2,same,True,False,False,kaggle_evaluation
16b78196,2,1,1,30,30,900,30,30,900,7,7,False,False,5.667,5.667,same,False,True,True,kaggle_evaluation
16de56c4,3,2,2,12,21,189,12,21,189,10,10,False,False,11.6,17.8,same,True,False,True,kaggle_evaluation
1818057f,3,1,1,22,22,484,22,22,484,2,3,True,False,26.25,35.0,same,True,False,True,kaggle_evaluation
195c6913,3,2,2,30,30,900,30,30,900,9,9,False,False,9.8,62.4,same,True,False,True,kaggle_evaluation
1ae2feb7,3,3,3,13,20,200,13,20,200,10,10,False,False,5.667,20.667,same,True,False,False,kaggle_evaluation
20270e3b,4,2,2,11,13,110,8,12,64,3,2,False,True,7.833,4.5,inconsistent,True,False,False,kaggle_evaluation
20a9e565,3,2,2,30,30,900,17,21,136,10,8,False,True,14.8,4.6,smaller,True,False,True,kaggle_evaluation
21897d95,4,2,2,30,30,900,30,30,900,10,9,False,True,18.167,5.0,inconsistent,True,False,True,kaggle_evaluation
221dfab4,2,2,2,30,30,900,30,30,900,5,6,True,False,9.5,34.75,same,False,True,True,kaggle_evaluation
247ef758,3,2,2,15,20,300,15,20,300,10,10,False,False,33.0,31.0,same,True,False,False,kaggle_evaluation
269e22fb,5,2,2,16,12,156,20,20,400,6,6,False,False,10.143,24.714,larger,False,False,False,kaggle_evaluation
271d71e2,3,1,1,26,26,676,26,26,676,5,5,False,False,10.25,8.75,same,True,False,True,kaggle_evaluation
28a6681f,3,1,1,10,10,100,10,10,100,7,7,False,False,4.75,5.0,same,False,False,False,kaggle_evaluation
291dc1e1,4,1,1,28,28,224,18,8,144,10,9,False,True,12.2,13.0,inconsistent,True,False,True,kaggle_evaluation
2b83f449,2,1,1,19,19,323,19,19,323,4,4,True,True,32.0,28.0,same,True,True,False,kaggle_evaluation
2ba387bc,4,1,1,24,24,552,16,8,128,9,9,False,False,5.4,5.4,smaller,True,False,True,kaggle_evaluation
2c181942,3,1,1,24,26,624,24,26,624,7,7,False,False,11.25,7.5,same,True,False,True,kaggle_evaluation
2d0172a1,4,2,2,25,25,625,14,13,154,8,8,False,False,7.5,6.167,smaller,True,False,True,kaggle_evaluation
31f7f899,3,1,1,17,17,289,17,17,289,8,8,False,False,10.0,10.0,same,True,False,False,kaggle_evaluation
332f06d7,4,1,1,20,20,400,20,20,400,4,4,False,False,3.0,3.2,same,True,False,False,kaggle_evaluation
35ab12c3,3,1,1,21,21,441,21,21,441,8,8,False,False,14.0,21.75,same,True,False,True,kaggle_evaluation
36a08778,6,2,2,30,30,900,30,30,900,3,3,False,False,9.125,13.875,same,True,False,True,kaggle_evaluation
38007db0,2,2,2,29,29,841,29,8,232,5,5,False,False,28.5,9.0,smaller,False,True,True,kaggle_evaluation
3a25b0d8,2,2,2,30,30,900,18,13,234,10,10,False,False,25.0,16.25,smaller,True,True,True,kaggle_evaluation
3dc255db,3,1,1,12,13,156,12,13,156,8,8,False,False,11.5,9.5,same,True,False,False,kaggle_evaluation
3e6067c3,3,2,2,30,30,900,30,30,900,9,9,False,False,26.0,33.2,same,True,False,True,kaggle_evaluation
409aa875,3,1,1,16,16,256,16,16,256,5,6,True,False,12.5,18.25,same,False,False,False,kaggle_evaluation
446ef5d2,2,2,2,26,26,676,26,26,676,9,9,False,False,20.5,5.0,same,True,True,True,kaggle_evaluation
45a5af55,2,1,1,14,14,196,26,26,676,7,7,False,False,7.333,7.333,larger,True,True,True,kaggle_evaluation
4a21e3da,3,2,2,21,21,441,21,21,441,3,3,False,False,3.8,11.6,same,False,False,True,kaggle_evaluation
4c3d4a41,2,2,2,8,20,160,8,20,160,9,9,False,False,6.0,6.0,same,False,True,False,kaggle_evaluation
4c416de3,3,1,1,23,23,529,23,23,529,10,10,False,False,11.75,18.5,same,True,False,True,kaggle_evaluation
4c7dc4dd,2,2,2,30,30,900,6,6,36,8,5,False,True,453.0,8.5,smaller,True,True,True,kaggle_evaluation
4e34c42c,2,2,2,30,25,600,14,22,266,9,9,False,False,25.25,20.0,inconsistent,True,True,True,kaggle_evaluation
53fb4810,2,1,1,25,18,450,25,18,450,8,8,False,False,22.333,35.333,same,True,True,True,kaggle_evaluation
5545f144,3,1,1,15,27,300,15,15,225,8,7,False,True,20.25,2.75,smaller,True,False,True,kaggle_evaluation
581f7754,3,2,2,22,22,280,22,22,280,6,6,False,False,14.2,13.8,same,True,False,True,kaggle_evaluation
58490d8a,3,1,1,23,25,550,9,12,99,7,6,False,True,19.5,7.5,smaller,True,False,True,kaggle_evaluation
58f5dbd5,3,1,1,19,23,437,19,19,247,9,7,False,True,19.0,12.0,smaller,True,False,True,kaggle_evaluation
5961cc34,4,1,1,27,27,729,27,27,729,5,2,False,True,8.2,3.0,same,True,False,True,kaggle_evaluation
5dbc8537,2,2,2,25,25,625,20,25,250,10,10,False,False,26.25,23.5,smaller,True,True,True,kaggle_evaluation
62593bfd,2,2,2,30,30,900,30,30,900,10,10,False,False,10.25,10.75,same,True,True,True,kaggle_evaluation
64efde09,2,1,1,29,29,841,29,29,841,9,9,False,False,18.667,34.333,same,True,True,True,kaggle_evaluation
65b59efc,3,2,2,16,30,480,25,25,625,10,8,False,True,27.6,5.4,inconsistent,True,False,True,kaggle_evaluation
67e490f4,2,1,1,30,30,900,13,30,210,9,9,False,False,38.333,13.333,smaller,True,True,True,kaggle_evaluation
6e453dd6,3,1,1,25,16,300,25,16,300,3,4,True,False,7.5,14.5,same,True,False,True,kaggle_evaluation
6e4f6532,2,2,2,30,28,840,30,28,840,9,9,False,False,20.75,17.25,same,True,True,True,kaggle_evaluation
6ffbe589,3,1,1,20,20,400,13,13,169,8,8,False,False,20.5,18.0,smaller,True,False,False,kaggle_evaluation
71e489b6,3,2,2,19,19,342,19,19,342,2,3,True,False,4.2,6.2,same,True,False,False,kaggle_evaluation
7491f3cf,4,1,1,7,25,175,7,25,175,10,10,False,False,24.6,34.4,same,False,False,True,kaggle_evaluation
7666fa5d,2,1,1,16,16,256,16,16,256,4,5,True,False,28.333,32.333,same,False,True,False,kaggle_evaluation
78332cb0,3,2,2,23,17,121,23,23,115,8,8,False,False,10.8,11.6,mixed,True,False,True,kaggle_evaluation
7b0280bc,3,1,1,30,30,900,30,30,900,8,10,True,False,24.25,26.5,same,True,False,True,kaggle_evaluation
7b3084d4,3,1,1,20,20,400,14,14,196,9,8,False,True,5.5,5.5,smaller,True,False,False,kaggle_evaluation
7b5033c1,2,1,1,16,16,256,25,1,25,6,6,False,False,5.667,4.667,mixed,True,True,True,kaggle_evaluation
7b80bb43,2,1,1,29,30,672,29,30,672,6,6,False,False,16.0,6.0,same,True,True,True,kaggle_evaluation
7c66cb00,3,1,1,30,24,720,30,24,720,7,7,False,False,15.25,17.0,same,False,False,True,kaggle_evaluation
7ed72f31,2,2,2,28,28,784,28,28,784,7,7,False,False,14.75,24.25,same,False,True,True,kaggle_evaluation
800d221b,3,1,1,30,30,900,30,30,900,10,10,False,False,21.5,21.25,same,True,False,True,kaggle_evaluation
80a900e0,2,1,1,24,30,720,24,30,720,9,9,False,False,243.667,243.667,same,True,True,True,kaggle_evaluation
8698868d,2,1,1,30,30,900,16,21,294,10,10,False,False,27.333,17.0,smaller,True,True,True,kaggle_evaluation
88bcf3b4,5,2,2,27,27,729,27,27,729,10,10,False,False,7.429,11.143,same,True,False,True,kaggle_evaluation
88e364bc,3,2,2,20,20,400,20,20,400,8,8,False,False,15.2,15.0,same,False,False,False,kaggle_evaluation
89565ca0,3,1,1,29,30,870,5,6,30,9,8,False,True,46.25,5.25,smaller,True,False,True,kaggle_evaluation
898e7135,2,1,1,30,30,900,30,30,900,10,8,False,True,16.333,5.667,inconsistent,True,True,True,kaggle_evaluation
8b7bacbf,4,2,2,30,30,900,30,30,900,10,10,False,False,38.5,41.667,same,True,False,True,kaggle_evaluation
8b9c3697,3,1,1,23,27,621,23,27,621,5,6,True,False,10.5,5.25,same,False,False,True,kaggle_evaluation
8e5c0c38,2,2,2,22,22,484,22,22,484,7,7,False,False,7.25,7.75,same,False,True,True,kaggle_evaluation
